asin,query,brand_name,product_name,image_url,derived_style,derived_scene,derived_colour,derived_material,derived_pattern,manual_note
B0DCNN9PP2,knit cardigan,Wear lusso,Wear lusso Women Woolen V-Neck 3-Button Stylish Cardigan Sweater | Winter Casual Wear Warm Knitwear for Ladies and Girls,https://m.media-amazon.com/images/I/71IW-05E9yL._AC_UL320_.jpg,casual,daily wear,unknown,wool,unknown,
B0CML4KGDD,knit cardigan,Hubberholme,Hubberholme Women White Varsity 100% Acrylic Relaxed Cardigan Sweater HHWSWW23003_WH_S,https://m.media-amazon.com/images/I/816SahvLtKL._AC_UL320_.jpg,unknown,unknown,white,knit,unknown,
B09SQDR11J,knit cardigan,ICW,ICW Women's Acrylic Knitted Ribbed Cardigan Front-Open Top Full Sleeve Shrug Jacket for Girls ((ONE Size XS-S-M-L)(Bust Si...,https://m.media-amazon.com/images/I/51KP+kaZMkL._AC_UL320_.jpg,unknown,unknown,unknown,knit,unknown,
B0GK1ZPRJL,knit cardigan,NOBARR,NOBARR Women's Pink V-Neck Button Down Cardigan Sweater | Down Shoulder Knit | Viscose Cotton Blend Winter Wear,https://m.media-amazon.com/images/I/41L1ZauhlRL._AC_UL320_.jpg,unknown,unknown,pink,cotton,unknown,
B0DG2XPYQR,knit cardigan,Prashar,Prashar Women Woolen V Neck Casual Wear Stylish 3 Button Cardigan Sweaters for Winter Season,https://m.media-amazon.com/images/I/6167KReTGUL._AC_UL320_.jpg,casual,daily wear,unknown,wool,unknown,
B0FP997L2J,knit cardigan,DutchDream,DutchDream Women’s Knitted Woolen Cardigan | Full Sleeve Winter Sweater with Front Buttons & Pockets,https://m.media-amazon.com/images/I/71DdW8860KL._AC_UL320_.jpg,unknown,unknown,unknown,wool,unknown,
B0BNKR1T8H,platform shoes,Vendoz,Vendoz Women White Casual Sneakers,https://m.media-amazon.com/images/I/71SGV-4lI9L._AC_UL320_.jpg,casual,daily wear,white,unknown,unknown,
B0CBMRL65P,platform shoes,Shoetopia,Shoetopia Women's Mesh Sneakers,https://m.media-amazon.com/images/I/61y8bt34jAL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0D76YSBMT,platform shoes,Shoetopia,Chunky Platform Sneakers for Women Colorblock || Lace-Up Athletic Shoes with Wavy Sole Design Casual and Party,https://m.media-amazon.com/images/I/51aHRrfaSuL._AC_UL320_.jpg,casual,party,unknown,unknown,unknown,
B0C5R8SDCX,platform shoes,Shoetopia,Shoetopia Women’s Patent Stylish Loafers with Bow Detail ||Chunky Sole Slip-On Dress Shoes for Casual & Formal,https://m.media-amazon.com/images/I/51I8P5IeADL._AC_UL320_.jpg,casual,work,unknown,unknown,unknown,
B0FNMJYBGW,platform shoes,Generic,FROH FEET Women's Mary Janes Shoes Platform Block Heel Dress Low Heel Chunky Pumps Round Toe Ankle Strap Pumps Shoes Oxfords,https://m.media-amazon.com/images/I/71B2tkBHtwL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0DH2HMLV4,platform shoes,XE Looks,"XE Looks Trendy Ankle Boots with Lace-Up, Zipper, and Double Buckle Design, Chunky Heel for Women & Girls",https://m.media-amazon.com/images/I/51EarhPoL-L._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0F6TL5DZ9,platform shoes,Shoetopia,Chunky Platform Sneakers for Women Colorblock || Lace-Up Athletic Shoes with Wavy Sole Design Casual and Party,https://m.media-amazon.com/images/I/5164S6Q67QL._AC_UL320_.jpg,casual,party,unknown,unknown,unknown,
B091MY7MZ9,platform shoes,Vendoz,Vendoz Women & Girls White Casual Sports Shoes Sneakers - 36 EU,https://m.media-amazon.com/images/I/61XrCE4oLLS._AC_UL320_.jpg,casual,daily wear,white,unknown,unknown,
B0C7GZMGRS,platform shoes,Bacca Bucci,Bacca Bucci Women Lace Up Sneaker Shoes,https://m.media-amazon.com/images/I/615qxZQ0BAL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0BY6VZH25,platform shoes,Shoetopia,"Women's White Platform Sneakers – Chunky Sole Casual Walking Shoes|| Fashion Lace-Up Trainers for Everyday Streetwear, Travel",https://m.media-amazon.com/images/I/51ghKxGB7lL._AC_UL320_.jpg,casual,vacation,white,unknown,unknown,
B0BNKR6194,platform shoes,Vendoz,Vendoz Women Casual Blue Shoes,https://m.media-amazon.com/images/I/61TOqAiS7HL._AC_UL320_.jpg,casual,daily wear,blue,unknown,unknown,
B0GCHZKF2X,platform shoes,JM LOOKS,JM LOOKS Women Elegant Embellished Platform Wedge Sandals Designed for Comfort and Statement Style,https://m.media-amazon.com/images/I/81T0C1ZHLaL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0BT1YML1L,platform shoes,Shoetopia,Shoetopia Women Sneaker Shoes,https://m.media-amazon.com/images/I/518Nj4ckjfL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0GJ5P1RPC,platform shoes,Crosskix,Crosskix Daisy Women Platform Clogs with Soft EVA Cushioning | Lightweight Slip-On Footwear | Anti-Skid Sole,https://m.media-amazon.com/images/I/71S-Pgv7-lL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0FXBKN2XT,platform shoes,GG360,"GG360 Women’s Platform Wedge Heels | Open Toe Slip-On Suede Sandal | Comfortable Lightweight Summer Slide for Casual, Part...",https://m.media-amazon.com/images/I/31eRL2J59RL._AC_UL320_.jpg,casual,vacation,unknown,unknown,unknown,
B0BT2424X4,platform shoes,Bacca Bucci,Bacca Bucci Women Lace Up Sneaker Shoes,https://m.media-amazon.com/images/I/71soRpmmowL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0G9LJW31S,platform shoes,JM LOOKS,JM LOOKS Women Platform Mary Jane Shoes with Bow Detail for Casual and Cute Styling,https://m.media-amazon.com/images/I/51-KxP8tV0L._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B08PFJR7D2,platform shoes,PUMA,Puma Womens Mayze Platform Sneakers,https://m.media-amazon.com/images/I/61F8gwaGt0L._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0G1J4RQDQ,platform shoes,Impakto,Impakto Women’s Chunky CoreMax Sneakers | High-Top Platform Casual Shoes | Rounded to Pampering Cushioned Insole & Non-Sli...,https://m.media-amazon.com/images/I/81Im81YwOBL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0GF361GBC,platform shoes,Shoetopia,Shoetopia Women’s Platform Loafers || Stylish Slip-On Casual Shoes with Metal Detail || Comfortable Everyday Footwear,https://m.media-amazon.com/images/I/51ZYXBNbllL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0DGSZFC8N,platform shoes,ASIAN,"ASIAN Women PARADISE-12 Casual Mid Top Sneakers,Stylish and Trendy Shoes with Laces for Women and Girls",https://m.media-amazon.com/images/I/818rLYfMb3L._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0CXJC1HPV,platform shoes,Shoetopia,Shoetopia Women Pull On Loafers,https://m.media-amazon.com/images/I/51ErPLmTKYL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0C17CTDLT,platform shoes,Bacca Bucci,Bacca Bucci Women Lace Up Sneaker Shoes,https://m.media-amazon.com/images/I/71KPM3ZsGGL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B08P2NR437,platform shoes,PUMA,Puma Womens Mayze Platform Sneakers,https://m.media-amazon.com/images/I/61+kOHm1GrL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0FQHS4MVS,platform shoes,Impakto,Impakto Women’s Chunky CoreMax Sneakers | High-Top Platform Casual Shoes | Rounded to Pampering Cushioned Insole & Non-Sli...,https://m.media-amazon.com/images/I/41-2ytWqzzL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0FYF9XM6Y,platform shoes,JM LOOKS,JM LOOKS Women's High Chunky Platform Closed Toe Mary Jane Wedges Heels Square Toe Strappy Dress Wedding Party Pumps Shoes,https://m.media-amazon.com/images/I/71OajhSnVNL._AC_UL320_.jpg,party,party,unknown,unknown,unknown,
B0DJ17QVCR,platform shoes,Theater,Theater Wicked Brothers Lace-Up Sneakers for Women | Casual Shoes with Cushioned Insole,https://m.media-amazon.com/images/I/61hBmvQK4ZL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0CHPF9RZH,platform shoes,MOSAC,MOSAC Fashion Sandal Casual Platform Wedges Heels Sandals For Womens & Girls,https://m.media-amazon.com/images/I/61v0IPqDVJL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B091Q74F5N,platform shoes,Bata,Bata Women's Platform Heel Sandal - DARK BROWN (6 UK) (5724121),https://m.media-amazon.com/images/I/51vaGOSeC2L._AC_UL320_.jpg,unknown,unknown,brown,unknown,unknown,
B0DK38VXVM,platform shoes,JM LOOKS,JM LOOKS Women’s Platform Block Heels with Adjustable Ankle Strap | Stylish & Comfortable Heeled Sandals for Parties & Occ...,https://m.media-amazon.com/images/I/51u0QYLK-lL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0D3VCNCYD,platform shoes,FAUSTO,FAUSTO Women Sneaker Pull-On Shoes,https://m.media-amazon.com/images/I/51i-JJUzVUL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B091Q7DRFH,platform shoes,Bata,Bata Women KAFI Brown Sandals,https://m.media-amazon.com/images/I/51ozr6pzc0L._AC_UL320_.jpg,unknown,unknown,brown,unknown,unknown,
B0G9L6ST9C,platform shoes,JM LOOKS,JM LOOKS Women Platform Mary Jane Shoes with Chunky Sole and Bow Accent,https://m.media-amazon.com/images/I/71+firBi3OL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0GKHVM92G,platform shoes,Rettrose,"Rettrose Rose Blush Embroidered Platform Sneakers, Pink Floral Design Casual Shoes with Chunky White Sole",https://m.media-amazon.com/images/I/51NorwOF5WL._AC_UL320_.jpg,casual,daily wear,white,unknown,floral,
B091Q6HFKW,platform shoes,Bata,Bata Women's Platform Heel Sandal - DARK BROWN (7 UK) (5724121),https://m.media-amazon.com/images/I/51vaGOSeC2L._AC_UL320_.jpg,unknown,unknown,brown,unknown,unknown,
B0F9FKV54M,platform shoes,FAUSTO,FAUSTO Women Sneaker Pull-On Shoes,https://m.media-amazon.com/images/I/4140+yCvyAL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0D3VD3PTX,platform shoes,FAUSTO,FAUSTO Women Sneaker Pull-On Shoes,https://m.media-amazon.com/images/I/41d38PxU3YL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0F8R3DVNM,platform shoes,SELFIEE,SELFIEE Super Comfortable Solid Platform Heel Sandals For Women & Girls,https://m.media-amazon.com/images/I/51PIXlWk9RL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,solid,
B0DZ6R3TSC,platform shoes,Theater,Theater Women Dr. Storm Chunky Platform Loafers | Tweed & Leather Finish | Cushioned Insole for Workwear & Urban Styling,https://m.media-amazon.com/images/I/61-KEed8STL._AC_UL320_.jpg,unknown,unknown,unknown,leather,unknown,
B0B5VBNS44,platform shoes,Vendoz,Vendoz Women Casual Stylish Sneakers I Cushioned Insole I All Day Comfortable I Lightweight and Stylish Shoes for Girls CN...,https://m.media-amazon.com/images/I/51eVlts2QvL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B09BKWVVKB,platform shoes,CLYMB,CLYMB mens Clymb Air Design Bottom Platform/Sneakers/Outdoor/Sports/Running Mesh White Casual Shoes for Mens Boys Sneaker,https://m.media-amazon.com/images/I/61C8rz9p2iL._AC_UL320_.jpg,casual,outdoor,white,unknown,unknown,
B0B7K21HXQ,platform shoes,Vendoz,Vendoz Women Casual Shoes,https://m.media-amazon.com/images/I/61BOt894PEL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0DGQGNFQ3,platform shoes,Mochi,Mochi Women Synthetic Platform Block Heel Mary Jane Shoes,https://m.media-amazon.com/images/I/61JZuKivSVL._AC_UL320_.jpg,unknown,unknown,unknown,synthetic,unknown,
B0BRQ25DDB,platform shoes,ASIAN,"ASIAN Women's Firefly-10 Sports Running,Walking,Gym,Training,Casual Slip-On Lightweight Shoes for Women's & Girl's",https://m.media-amazon.com/images/I/7154utlCmkL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0CGXC59FG,platform shoes,FAUSTO,FAUSTO Women Platform Heels,https://m.media-amazon.com/images/I/51mV-GKogEL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0DXCYNMCX,linen shirt,NexaFlair,NexaFlair Men's Solid Linen Cotton Shirt | Casual | Plain | Full Sleeve | Summer-Regular Fit| Men Stylish Shirt | Everyday...,https://m.media-amazon.com/images/I/81I4F9xgijL._AC_UL320_.jpg,casual,vacation,unknown,cotton,solid,
B0GJDZH81V,linen shirt,NexaFlair,NexaFlair Man's Casual | Formal | Linen| Cotton | Regular Wear Collared | Fit Shirt for Men,https://m.media-amazon.com/images/I/61ykgVB3xHL._AC_UL320_.jpg,casual,work,red,cotton,unknown,
B0DXCXGL4W,linen shirt,NexaFlair,NexaFlair Men's Solid Linen Cotton Shirt | Casual | Plain | Full Sleeve | Summer-Regular Fit| Men Stylish Shirt | Everyday...,https://m.media-amazon.com/images/I/81qh45dSlgL._AC_UL320_.jpg,casual,vacation,unknown,cotton,solid,
B0GJF5N7KC,linen shirt,NexaFlair,NexaFlair Man's Casual | Formal | Linen| Cotton | Regular Wear Collared | Fit Shirt for Men,https://m.media-amazon.com/images/I/613gshOKeLL._AC_UL320_.jpg,casual,work,red,cotton,unknown,
B0FBX2R7G4,linen shirt,NexaFlair,NexaFlair Men's Solid Linen Cotton Shirt | Casual | Plain | Full Sleeve | Summer-Regular Fit| Men Stylish Shirt | Everyday...,https://m.media-amazon.com/images/I/71Gv5-5f5nL._AC_UL320_.jpg,casual,vacation,unknown,cotton,solid,
B0F4NJ2445,linen shirt,DEELMO,DEELMO Men's Casual Button Down Shirts Long Sleeve Linen Shirt Fashion Textured Beach Summer Shirt,https://m.media-amazon.com/images/I/61s-ohqlfLL._AC_UL320_.jpg,casual,vacation,red,linen,unknown,
B0GKVS21CS,linen shirt,Belpatra,Belpatra Striped Casual Regular Fit Shirt for Men| Men Full Sleeve Shirt,https://m.media-amazon.com/images/I/71s60OWJbOL._AC_UL320_.jpg,casual,daily wear,unknown,linen,striped,
B0DXCYB9K9,linen shirt,NexaFlair,NexaFlair Men's Solid Linen Cotton Shirt | Casual | Plain | Full Sleeve | Summer-Regular Fit| Men Stylish Shirt | Everyday...,https://m.media-amazon.com/images/I/817VfkymJxL._AC_UL320_.jpg,casual,vacation,unknown,cotton,solid,
B0F5WDYZMD,linen shirt,Urbano Fashion,Urbano Fashion Men's Linen Blend Full Sleeve Relaxed Fit Casual Solid Shirt,https://m.media-amazon.com/images/I/61DZg55DeUL._AC_UL320_.jpg,casual,daily wear,unknown,linen,solid,
B0GCNMTHSS,linen shirt,Hmkm,"Hmkm Men's Solid Linen Cotton Shirt, Casual, Plain, Full Sleeve, Summer-Regular Fit, Stylish, Everyday Formal Wear",https://m.media-amazon.com/images/I/51Psj-dekXL._AC_UL320_.jpg,casual,vacation,unknown,cotton,solid,
B0D8J4PMW1,linen shirt,Spykar,Spykar Men's Slim Fit N/A Full Sleeve Solid Casual Shirts,https://m.media-amazon.com/images/I/71AaPYD4kxL._AC_UL320_.jpg,casual,daily wear,unknown,linen,solid,
B0FBX2VN3B,linen shirt,NexaFlair,NexaFlair Men's Solid Linen Cotton Shirt | Casual | Plain | Full Sleeve | Summer-Regular Fit| Men Stylish Shirt | Everyday...,https://m.media-amazon.com/images/I/71CtcyHOcwL._AC_UL320_.jpg,casual,vacation,unknown,cotton,solid,
B0F7LJ1J4L,linen shirt,Thomas Scott,Thomas Scott Men's | Solid | Premium Linen Blend | Spread Collar | Summer Wear | Long Sleeve | Shirts for Men,https://m.media-amazon.com/images/I/71sfuNcIK6L._AC_UL320_.jpg,unknown,vacation,unknown,linen,solid,
B0F5QK19VL,linen shirt,Peter England,Peter England Men's Solid Linen Blend Shirt Slim Fit| Casual Wear | Full Sleeves,https://m.media-amazon.com/images/I/61+sJiXlhpL._AC_UL320_.jpg,casual,daily wear,unknown,linen,solid,
B0CRHRR87M,linen shirt,Raymond,Raymond Men Slim Fit Solid Pattern Linen Cotton Blend Regular Collar Full Sleeve Casual Shirt,https://m.media-amazon.com/images/I/61Bzas9j5hL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,solid,
B0DTYYW8SN,linen shirt,NexaFlair,NexaFlair Men's Solid Linen Cotton Shirt | Casual | Plain | Full Sleeve | Summer-Regular Fit|Men Stylish Shirt | Men Forma...,https://m.media-amazon.com/images/I/51RH2GLkCHL._AC_UL320_.jpg,casual,vacation,unknown,cotton,solid,
B0F8BTN4YZ,linen shirt,GRECIILOOKS,GRECIILOOKS Kurta for Man | Shirt for Man Regular Fit | Mens Casual Shirts | Linen Shirt for Man's | Full Sleeve Shirts fo...,https://m.media-amazon.com/images/I/61gctrc81YL._AC_UL320_.jpg,casual,daily wear,unknown,linen,unknown,
B0GH213LB5,linen shirt,VastraVibes,VastraVibes Premium Cotton Linen Shirt for Men | Half Sleeve Slim Fit Casual Shirts | Lightweight Beach Wear & Festive Out...,https://m.media-amazon.com/images/I/51QRrYoVgUL._AC_UL320_.jpg,casual,vacation,unknown,cotton,unknown,
B0FF1SK4L3,linen shirt,Generic,"Success Linen Button-Down Shirt, Textured Sage Black, Long Sleeve (in, Alpha, XL, Regular, Black)",https://m.media-amazon.com/images/I/61VSMjpf3aL._AC_UL320_.jpg,basic,unknown,black,linen,unknown,
B0FFBNBH6D,linen shirt,The Souled Store,The Souled Store Men Button Down Shirt,https://m.media-amazon.com/images/I/71qRJDSIa0L._AC_UL320_.jpg,unknown,unknown,unknown,linen,unknown,
B0D8BKFLY7,linen shirt,Thomas Scott,Thomas Scott Men's | Stripes | Half Sleeve | Slim Fit | Linen Blend | Spread Collar | Casual Shirt,https://m.media-amazon.com/images/I/61aKJ+UJVqL._AC_UL320_.jpg,casual,daily wear,unknown,linen,stripe,
B0CK2L4TLH,linen shirt,Cavallo by Linen Club,Cavallo by Linen Club Men's Cotton Linen Solid Slim Fit Full Sleeve Smart Casual Shirt,https://m.media-amazon.com/images/I/61u-mn3KcIL._AC_UL320_.jpg,casual,party,unknown,cotton,solid,
B0FKH2Z2Y8,linen shirt,CB-COLEBROOK,CB-COLEBROOK Men's Long Sleeve Button Down Shirts Casual Cotton Linen Shirts Summer Beach Shirt for Mens Top (Available in...,https://m.media-amazon.com/images/I/71vkiQ49tqL._AC_UL320_.jpg,casual,vacation,unknown,cotton,unknown,
B0C9ZST8VK,linen shirt,Miraan,Miraan Men's Linen Cotton Long Sleeve Casual Regular Fit Shirt (Siglinen),https://m.media-amazon.com/images/I/71-eO8KYetL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,unknown,
B0FRF65FRZ,linen shirt,Linen Club,Linen Club Men's Linen Solid Contemporary Fit Full Sleeve Casual Shirt,https://m.media-amazon.com/images/I/61lGipwUqqL._AC_UL320_.jpg,casual,party,unknown,linen,solid,
B0BQJQKPL3,linen shirt,U.S. POLO ASSN.,U.S. POLO ASSN. Men's Cotton Linen Regular Fit Shirt,https://m.media-amazon.com/images/I/715Tf7G7hjL._AC_UL320_.jpg,basic,unknown,unknown,cotton,unknown,
B08MV62M6H,linen shirt,United Colors of Benetton,United Colors of Benetton Men's Cotton Slim Fit Shirt,https://m.media-amazon.com/images/I/91q3kKFPRLL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0986ZGQQB,linen shirt,ACCOX,ACCOX Men's Long Full Sleeves Regular Fit Cotton Linen Formal Plain Shirts(GCR53),https://m.media-amazon.com/images/I/61q1pT2BboL._AC_UL320_.jpg,formal,work,unknown,cotton,unknown,
B0GH2BZ9TJ,linen shirt,VastraVibes,VastraVibes Premium Cotton Linen Shirt for Men | Half Sleeve Slim Fit Casual Shirts | Lightweight Beach Wear & Festive Out...,https://m.media-amazon.com/images/I/51bVdpeyXOL._AC_UL320_.jpg,casual,vacation,unknown,cotton,unknown,
B0GV3MGYQM,linen shirt,WROGN,WROGN Men's Linen Blend Shirt | Solid Styles | Slim Fit,https://m.media-amazon.com/images/I/51vZ5ydeI5L._AC_UL320_.jpg,unknown,unknown,unknown,linen,solid,
B0GFGD8Y2D,linen shirt,Urbano Fashion,Urbano Fashion Men Shirt,https://m.media-amazon.com/images/I/614uzukmCWL._AC_UL320_.jpg,unknown,unknown,unknown,linen,unknown,
B08HM2XDYH,linen shirt,ACCOX,ACCOX Men's Half Sleeves Formal Regular Fit Cotton Linen Shirt(GO524)(Ocean Blue),https://m.media-amazon.com/images/I/61dqURJ49QL._AC_UL320_.jpg,formal,work,blue,cotton,unknown,
B0D3XJTM9B,linen shirt,Zombom,Zombom Cotton Polyester Blend Solid Casual Regular Fit Mandarin/Chinese Collor Short Kurta for Men,https://m.media-amazon.com/images/I/71nEy2iSx-L._AC_UL320_.jpg,casual,daily wear,unknown,cotton,solid,
B0F5WH5951,linen shirt,Urbano Fashion,Urbano Fashion Men's Linen Blend Full Sleeve Relaxed Fit Mandarin Collar Casual Solid Shirt,https://m.media-amazon.com/images/I/61uNa0BqQ5L._AC_UL320_.jpg,casual,daily wear,unknown,linen,solid,
B0FF1FJSLS,linen shirt,Generic,"Success Linen Button-Down Shirt, Textured Sage Brown, Long Sleeve (in, Alpha, M, Regular, Brown)",https://m.media-amazon.com/images/I/61v4ecETAZL._AC_UL320_.jpg,basic,unknown,red,linen,unknown,
B0FGTYYK8N,linen shirt,Zilcon,Zilcon Linen Shirts for Men Casual Button Down Long Sleeve Shirt Solid Summer Beach Hawaiian Shirts,https://m.media-amazon.com/images/I/61YT4Z3OISL._AC_UL320_.jpg,casual,vacation,unknown,linen,solid,
B0DHSDZQJX,linen shirt,The Souled Store,The Souled Store Men Button Down Shirt,https://m.media-amazon.com/images/I/61X1tPSlX5L._AC_UL320_.jpg,unknown,unknown,unknown,linen,unknown,
B0FKGKP3RC,linen shirt,CB-COLEBROOK,CB-COLEBROOK Men's Long Sleeve Button Down Shirts Casual Cotton Linen Shirts Summer Beach Shirt for Mens Top (Available in...,https://m.media-amazon.com/images/I/71kfgknfIsL._AC_UL320_.jpg,casual,vacation,unknown,cotton,unknown,
B0D79CJFMV,linen shirt,CB-COLEBROOK,CB-COLEBROOK Men's Casual Button Down Shirts Long Sleeve Linen Shirt Fashion Textured Beach Summer Shirts| Men Stylish Shi...,https://m.media-amazon.com/images/I/71tqgFg0cZL._AC_UL320_.jpg,casual,vacation,red,linen,unknown,
B0FV2SZ6KQ,linen shirt,Symbol Premium,Symbol Premium Men's Cotton Linen Casual Shirt - Regular Fit | Full Sleeve (Available in Plus Sizes),https://m.media-amazon.com/images/I/715Wz014WUL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,unknown,
B0F8HXZY8W,linen shirt,Thomas Scott,Thomas Scott Men's | Linen Blend | Solid | Premium Cotton Linen Blend | Full Sleeve | Casual Shirt for Men,https://m.media-amazon.com/images/I/71CsgrL2A9L._AC_UL320_.jpg,casual,daily wear,unknown,cotton,solid,
B0GSXRFWSV,linen shirt,WROGN,WROGN Men's Linen Blend Shirt | Solid Styles | Slim Fit,https://m.media-amazon.com/images/I/511c06RmfVL._AC_UL320_.jpg,unknown,unknown,unknown,linen,solid,
B0DPFK7269,linen shirt,The Souled Store,The Souled Store Men Button Down Shirt,https://m.media-amazon.com/images/I/61e-IDzoZoL._AC_UL320_.jpg,unknown,unknown,unknown,linen,unknown,
B096MZ9CLJ,pleated skirt,OTABU,OTABU Women's/Girl's Midi Skirt,https://m.media-amazon.com/images/I/61KYgOYuphL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B08W2JJG57,pleated skirt,OTABU,OTABU Women's Midi Skirt,https://m.media-amazon.com/images/I/61ry-ewvLyL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0CSNJDYK9,pleated skirt,STARPICK ENTERPRISE,STARPICK ENTERPRISE-Women Solid Pleated Skirt Midi,https://m.media-amazon.com/images/I/51Ea6igVNtL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,solid,
B0BTDMFDV7,pleated skirt,Mrugneni,Mrugneni Pleated Short Tennis Skirt,https://m.media-amazon.com/images/I/61bjuNu0EML._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0CPLWF283,pleated skirt,KZULLY,KZULLY Women Women's Skirts,https://m.media-amazon.com/images/I/61KVZCJ5JHL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0BZPM6DFJ,pleated skirt,ALYNE,ALYNE Girl's/Women's Classic Stretchy All Time Classy Flared Skater Skirt,https://m.media-amazon.com/images/I/51ZhbqJinoL._AC_UL320_.jpg,basic,unknown,red,unknown,unknown,
B0CDV483NV,pleated skirt,FRAULEIN,FRAULEIN Women's Flared Pleated Maxi Skirt High Waist A-Line with Pockets and Belt Accessories [Small-Plus Size],https://m.media-amazon.com/images/I/61-e58B8BiL._AC_UL320_.jpg,unknown,unknown,red,unknown,unknown,
B0D94CMYQP,pleated skirt,KZULLY,KZULLY Women's Polyester Maxi Skirts,https://m.media-amazon.com/images/I/71Pm5eoBvEL._AC_UL320_.jpg,unknown,unknown,unknown,polyester,unknown,
B0GPWY63DS,pleated skirt,Mrugneni,"Mrugneni Women's High Waisted Pleated Mini Skirt, Cotton Blend Tennis Skirt with Side Zip Closure, XS-XXL",https://m.media-amazon.com/images/I/51lrNCyrZkL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,unknown,
B0D8YR4KJD,pleated skirt,OTABU,OTABU | Skirt for Women | Beautiful Colorful Printed | Stylish Pleated A-Line Design | Flexible Elastic Waist | Lightweigh...,https://m.media-amazon.com/images/I/81WdIGmaK4L._AC_UL320_.jpg,unknown,unknown,unknown,unknown,printed,
B0DBLKWJJH,pleated skirt,KZULLY,KZULLY | Floral Printed Maxi Skirt | Comfortable Elastic Waist | Stylish Morden and Comfortable Looking | Fashionable and ...,https://m.media-amazon.com/images/I/91LqHtq1IsL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,floral,
B0F3J862S6,pleated skirt,GRECIILOOKS,"GRECIILOOKS Elegant High Waisted Pleated Midi Skirt for Women, A Line Polyblend Fabric Flared Skirt with Back Zipper, Idea...",https://m.media-amazon.com/images/I/51K6rI+AOvL._AC_UL320_.jpg,unknown,unknown,red,unknown,unknown,
B08W2T2W51,pleated skirt,OTABU,OTABU Women's Midi Skirt,https://m.media-amazon.com/images/I/61zKzE+GSUS._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0CNLV7FQR,pleated skirt,KZULLY,KZULLY Women Women's Skirts,https://m.media-amazon.com/images/I/611n63LBJJL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0BY2MJRKS,pleated skirt,Mrugneni,Mrugneni Short Pleated Tennis Skirt,https://m.media-amazon.com/images/I/51kq6dcXyJL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,unknown,
B0CWPK443Y,pleated skirt,Styli,Styli Women Accordion Pleated A-Line Midi Skirt | Stylish Casual Skirt for Women | Comfortable Office & Everyday Wear | Pe...,https://m.media-amazon.com/images/I/61wBHBXWZLL._AC_UL320_.jpg,casual,work,unknown,unknown,unknown,
